,3LargestGFA,ListOfAllPropertyUseTypes,FirstUseType,SecondLargestPropertyUseType,YearBuilt,NumberofFloors,NumberofBuildings,Latitude,Longitude,Neighborhood,SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu)
1934,36518.0,"Medical Office, Parking",Medical Office,Parking,1984,3,1.0,47.57296,-122.38643,SOUTHWEST,1961581.5,1961581.0,0.0,0.0
1939,29619.0,"Distribution Center, Office",Distribution Center,Office,1990,1,1.0,47.52878,-122.32771,GREATER DUWAMISH,1280263.75,553737.0,726527.0,0.0
1941,20700.0,K-12 School,K-12 School,,1922,2,1.0,47.59692,-122.30601,CENTRAL,1431784.0,472592.0,959192.0,0.0
1943,23923.0,K-12 School,K-12 School,,1931,2,1.0,47.69061,-122.31992,NORTH,805643.5,504519.0,301124.0,0.0
1944,24000.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1907,3,1.0,47.59976,-122.31441,CENTRAL,1748444.25,1208901.0,539543.0,0.0
1946,26899.0,Office,Small- and Mid-Sized Office,,1963,2,1.0,47.59693,-122.31124,CENTRAL,1328461.25,1328461.0,0.0,0.0
1947,117873.0,"Multifamily Housing, Office, Parking",Parking,Multifamily Housing,1982,5,1.0,47.60791,-122.3414,DOWNTOWN,1527695.5,1527695.0,0.0,0.0
1949,30500.0,"Medical Office, Office, Parking",Small- and Mid-Sized Office,Medical Office,1999,3,1.0,47.61744,-122.30514,CENTRAL,1965075.625,1774664.0,190411.0,0.0
1950,160000.0,Distribution Center,Distribution Center,,1968,1,1.0,47.55945,-122.33601,GREATER DUWAMISH,1157976.5,1157977.0,0.0,0.0
1951,53550.0,Non-Refrigerated Warehouse,Warehouse,,1960,1,1.0,47.55601,-122.33627,GREATER DUWAMISH,4590246.5,1499028.0,3091218.0,0.0
1952,40000.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1924,1,1.0,47.55716,-122.33744,GREATER DUWAMISH,1628540.0,421294.0,1207246.0,0.0
1953,25881.0,Self-Storage Facility,Self-Storage Facility,,1930,1,1.0,47.55662,-122.33728,GREATER DUWAMISH,545426.375,545426.0,0.0,0.0
1960,24023.0,Office,Small- and Mid-Sized Office,,1953,1,1.0,47.55498,-122.32497,GREATER DUWAMISH,655422.375,329487.0,325936.0,0.0
1961,36544.0,Non-Refrigerated Warehouse,Warehouse,,1966,1,1.0,47.55458,-122.32639,GREATER DUWAMISH,1269847.75,1269847.0,0.0,0.0
1963,20796.0,Non-Refrigerated Warehouse,Warehouse,,1949,1,1.0,47.58387,-122.32092,GREATER DUWAMISH,1324092.125,416703.0,907389.0,0.0
1964,21349.0,"Distribution Center, Office",Distribution Center,Office,1947,1,1.0,47.5822,-122.321,GREATER DUWAMISH,659761.875,390044.0,269718.0,0.0
1965,38500.0,Non-Refrigerated Warehouse,Warehouse,,1936,1,1.0,47.58082,-122.32031,GREATER DUWAMISH,416885.5938,416886.0,0.0,0.0
1966,20724.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1950,1,1.0,47.58032,-122.32083,GREATER DUWAMISH,1832031.5,303491.0,1528541.0,0.0
1967,24109.0,"Manufacturing/Industrial Plant, Parking",Manufacturing/Industrial Plant,Parking,1960,1,1.0,47.5793,-122.32226,GREATER DUWAMISH,4747403.5,4747403.0,0.0,0.0
1968,25685.0,"Office, Refrigerated Warehouse",Refrigerated Warehouse,Office,1955,1,1.0,47.58118,-122.32211,GREATER DUWAMISH,4069301.5,4069301.0,0.0,0.0
1969,22803.0,"Non-Refrigerated Warehouse, Other",Warehouse,Other,1985,1,1.0,47.5829,-122.32417,GREATER DUWAMISH,764094.5,413650.0,350444.0,0.0
1970,23100.0,"Office, Other - Public Services",Mixed Use Property,Other - Public Services,1985,1,1.0,47.5829,-122.32417,GREATER DUWAMISH,4323672.0,1572644.0,2751028.0,0.0
1971,41550.0,Refrigerated Warehouse,Refrigerated Warehouse,,1951,1,1.0,47.58252,-122.32193,GREATER DUWAMISH,642645.1875,642645.0,0.0,0.0
1972,54170.0,Other,Other,,1994,2,1.0,47.52305,-122.31899,GREATER DUWAMISH,5804784.5,2816387.0,2988397.0,0.0
1973,64493.0,K-12 School,K-12 School,,2000,2,1.0,47.52361,-122.32469,GREATER DUWAMISH,1989763.875,1671294.0,318470.0,0.0
1974,42252.0,K-12 School,K-12 School,,1912,2,1.0,47.55095,-122.27978,SOUTHEAST,2203758.5,318351.0,1885408.0,0.0
1975,23250.0,Self-Storage Facility,Self-Storage Facility,,1955,1,1.0,47.54514,-122.28596,GREATER DUWAMISH,863703.0,693592.0,170111.0,0.0
1976,22895.0,"Parking, Worship Facility",Worship Facility,Parking,1981,3,1.0,47.5419,-122.28302,SOUTHEAST,440419.1875,226988.0,213431.0,0.0
1977,39000.0,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,Supermarket/Grocery Store,2002,2,1.0,47.53922,-122.28295,GREATER DUWAMISH,1267463.125,1267463.0,0.0,0.0
1981,41428.0,K-12 School,K-12 School,,1961,1,1.0,47.49917,-122.26306,SOUTHEAST,1404702.25,657517.0,747185.0,0.0
1988,48179.0,Self-Storage Facility,Self-Storage Facility,,2006,6,1.0,47.69316,-122.30487,NORTHEAST,797170.3125,652860.0,144310.0,0.0
1991,52325.0,Non-Refrigerated Warehouse,Warehouse,,1937,1,1.0,47.59294,-122.32555,GREATER DUWAMISH,808968.1875,540429.0,268539.0,0.0
1992,20600.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",,1920,4,1.0,47.59322,-122.32491,GREATER DUWAMISH,270838.5,101274.0,169565.0,0.0
1993,230970.0,"Other, Parking",Other,Parking,1991,0,10.0,47.59042,-122.32498,GREATER DUWAMISH,21022288.0,15419770.0,5602515.0,0.0
1994,25880.0,Retail Store,Retail Store,,1944,1,1.0,47.58698,-122.32397,GREATER DUWAMISH,162960.0,162960.0,0.0,0.0
1995,72000.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1960,1,1.0,47.58336,-122.32525,GREATER DUWAMISH,819354.625,671187.0,148167.0,0.0
